,rule,makespan,duration
0,MOPNR_EET,51.79198,6.1218581199646
1,MOPNR_SPT,63.045,6.0364179611206055
2,MWRM_EET,41.93201,5.626044750213623
3,MWRM_SPT,55.797016,5.729946851730347
4,LWRM_EET,41.624,5.7742393016815186
5,LWRM_SPT,55.220993,5.636472463607788
6,FIFO_EET,33.876003,5.628621816635132
7,FIFO_SPT,49.802013,5.9972243309021
