,Order,Stage,Start,Finish,Duration
3,23,1,25.35,26.800001,1.4500008
5,23,2,26.800001,27.800001,1.0
10,23,3,28.605,29.253,0.6480007
13,23,4,29.253,30.093,0.84000015
16,23,5,30.093,30.728,0.6350002
1,24,0,21.0,22.0,1.0
2,24,1,32.000008,33.45001,1.4500008
6,24,2,33.45001,34.45001,1.0
9,24,3,34.45001,34.69701,0.24700165
13,24,4,34.69701,35.11701,0.41999817
15,24,5,35.11701,35.35901,0.24200058
1,25,0,12.0,13.0,1.0
4,25,1,13.0,15.331,2.3310003
5,25,2,15.331,17.146,1.8149996
10,25,3,17.146,17.788,0.6420002
12,25,4,17.788,18.208,0.42000008
16,25,5,18.208,18.837,0.6289997
0,26,0,20.0,21.0,1.0
3,26,1,31.150003,32.600002,1.4499989
5,26,2,32.600002,33.600002,1.0
10,26,3,33.600002,34.366,0.76599884
11,26,4,34.366,34.616,0.25
1,27,0,20.0,21.0,1.0
3,27,1,38.400005,39.850006,1.4500008
6,27,2,39.850006,40.850006,1.0
9,27,3,40.850006,41.221004,0.37099838
11,27,4,41.221004,41.971004,0.75
16,27,5,41.971004,42.075005,0.10400009
1,28,0,13.0,14.0,1.0
2,28,1,16.05,17.5,1.4500008
6,28,2,17.5,18.5,1.0
10,28,3,18.5,19.148,0.6480007
11,28,4,19.148,19.648,0.5
16,28,5,19.648,20.283,0.6350002
1,29,0,11.0,12.0,1.0
2,29,1,17.5,18.95,1.4500008
6,29,2,18.95,19.95,1.0
8,29,3,19.95,45.197,25.246998
12,29,4,45.197,45.616997,0.41999817
14,29,5,45.616997,45.858997,0.24200058
0,30,0,22.0,23.0,1.0
2,30,1,23.300003,24.750004,1.4500008
6,30,2,24.750004,26.995003,2.244999
10,30,3,27.196999,27.838999,0.6420002
12,30,4,27.838999,28.258999,0.42000008
16,30,5,28.258999,28.887999,0.6289997
1,31,0,1.0,2.0,1.0
3,31,1,2.45,3.9,1.45
7,31,2,3.9,4.9,1.0
10,31,3,9.487,10.253,0.7659998
11,31,4,10.253,10.503,0.25
1,32,0,18.0,19.0,1.0
3,32,1,36.950005,38.400005,1.4500008
7,32,2,38.400005,39.400005,1.0
9,32,3,39.400005,39.771004,0.37099838
11,32,4,39.771004,40.521004,0.75
15,32,5,40.521004,40.885002,0.3639984
1,33,0,4.0,5.0,1.0
2,33,1,5.8999996,7.3499994,1.4499998
6,33,2,7.3499994,8.349999,1.0
10,33,3,8.839001,9.487,0.64799976
13,33,4,9.487,10.327001,0.84000015
16,33,5,10.327001,10.962001,0.6350002
1,34,0,10.0,11.0,1.0
3,34,1,29.700003,31.150003,1.4500008
5,34,2,31.150003,32.15,0.9999981
9,34,3,32.15,32.397003,0.24700165
12,34,4,32.397003,32.817,0.41999817
15,34,5,32.817,33.059002,0.24200058
0,35,0,18.0,19.0,1.0
4,35,1,19.0,21.331,2.3309994
7,35,2,21.331,23.576,2.2450008
10,35,3,23.576,24.218,0.6420002
12,35,4,24.218,24.638,0.42000008
15,35,5,24.638,26.84,2.2019997
0,36,0,13.0,14.0,1.0
2,36,1,37.80001,39.25001,1.4500008
5,36,2,39.25001,40.25001,1.0
10,36,3,40.25001,41.01601,0.76599884
12,36,4,41.01601,41.43601,0.41999817
1,37,0,8.0,9.0,1.0
2,37,1,36.35001,37.80001,1.4500008
5,37,2,37.80001,38.80001,1.0
9,37,3,38.80001,39.17101,0.37099838
13,37,4,39.17101,40.431007,1.2599983
14,37,5,40.431007,40.795006,0.3639984
0,38,0,12.0,13.0,1.0
2,38,1,18.95,20.400002,1.4500008
6,38,2,20.400002,21.400002,1.0
10,38,3,21.400002,22.048002,0.6480007
13,38,4,22.048002,22.888002,0.84000015
14,38,5,22.888002,25.110003,2.2220001
1,39,0,17.0,18.0,1.0
2,39,1,20.400002,21.850002,1.4500008
6,39,2,21.850002,22.850002,1.0
9,39,3,22.850002,23.097002,0.24699974
12,39,4,23.097002,23.517002,0.42000008
16,39,5,23.517002,23.586002,0.069000244
0,40,0,0.0,1.0,1.0
2,40,1,1.0,2.45,1.45
6,40,2,2.45,4.6949997,2.2449996
10,40,3,8.1970005,8.839001,0.6420002
13,40,4,8.839001,9.259001,0.42000008
15,40,5,9.259001,11.461,2.2019997
0,41,0,16.0,17.0,1.0
2,41,1,39.25001,40.700012,1.4500008
5,41,2,40.700012,41.700012,1.0
10,41,3,41.700012,42.46601,0.76599884
12,41,4,42.46601,42.88601,0.41999817
1,42,0,9.0,10.0,1.0
2,42,1,11.699999,13.149999,1.4499998
5,42,2,13.149999,14.149999,1.0
8,42,3,14.149999,14.520999,0.3710003
13,42,4,14.520999,15.780999,1.2600002
14,42,5,15.780999,16.144999,0.36399937
0,43,0,21.0,22.0,1.0
2,43,1,33.45001,34.90001,1.4500008
6,43,2,34.90001,35.90001,1.0
10,43,3,35.90001,36.548008,0.6479988
13,43,4,36.548008,37.38801,0.84000015
16,43,5,37.38801,38.023006,0.6349983
0,44,0,4.0,5.0,1.0
3,44,1,26.800001,28.250002,1.4500008
7,44,2,28.250002,29.250002,1.0
9,44,3,29.250002,29.497002,0.24699974
12,44,4,29.497002,29.917002,0.42000008
15,44,5,29.917002,30.159002,0.24200058
0,45,0,9.0,10.0,1.0
4,45,1,10.331,12.662001,2.3310003
6,45,2,12.662001,14.907001,2.245
10,45,3,14.907001,15.549001,0.6420002
12,45,4,15.549001,15.969001,0.42000008
16,45,5,15.969001,16.598001,0.62900066
1,46,0,22.0,23.0,1.0
3,46,1,28.250002,29.700003,1.4500008
7,46,2,29.700003,30.700003,1.0
10,46,3,30.700003,31.466003,0.76600075
12,46,4,31.466003,31.886003,0.42000008
1,47,0,6.0,7.0,1.0
2,47,1,10.249999,11.699999,1.4499998
7,47,2,11.699999,12.699999,1.0
9,47,3,12.699999,13.070999,0.3710003
12,47,4,13.070999,14.330999,1.2600002
14,47,5,14.330999,14.695,0.36400032
1,48,0,23.0,24.0,1.0
3,48,1,41.300007,42.750008,1.4500008
7,48,2,42.750008,43.750008,1.0
10,48,3,43.750008,44.398006,0.6479988
13,48,4,44.398006,45.238007,0.84000015
16,48,5,45.238007,45.873005,0.6349983
0,49,0,5.0,6.0,1.0
2,49,1,29.100006,30.550007,1.4500008
6,49,2,30.550007,31.550007,1.0
9,49,3,31.550007,31.797007,0.24699974
11,49,4,31.797007,32.047005,0.2499981
15,49,5,32.047005,32.289005,0.24200058
