,Order,Stage,Start,Finish,Duration
5,23,2,25.135004,26.135004,1.0
10,23,3,30.386007,31.034008,0.6480007
11,23,4,33.182007,33.682007,0.5
16,23,5,35.952003,36.587,0.6349983
1,24,0,23.0,24.0,1.0
2,24,1,40.700012,42.150013,1.4500008
5,24,2,46.050014,47.050014,1.0
9,24,3,47.050014,47.297016,0.24700165
11,24,4,53.047016,53.297016,0.25
16,24,5,53.297016,53.366016,0.069000244
1,25,0,0.0,1.0,1.0
2,25,1,8.799999,10.249999,1.4499998
5,25,2,23.320004,25.135004,1.8150005
10,25,3,32.32401,32.966007,0.6419983
11,25,4,38.459995,38.709995,0.25
16,25,5,45.429005,46.058006,0.6290016
1,26,0,15.0,16.0,1.0
2,26,1,36.35001,37.80001,1.4500008
6,26,2,37.80001,38.80001,1.0
10,26,3,44.995983,45.761982,0.76599884
11,26,4,55.047016,55.297016,0.25
1,27,0,11.0,12.0,1.0
2,27,1,24.750004,26.200005,1.4500008
6,27,2,26.200005,27.200005,1.0
9,27,3,27.200005,27.571005,0.3710003
11,27,4,41.209995,41.959995,0.75
16,27,5,46.687008,46.791008,0.10400009
0,28,0,6.0,7.0,1.0
2,28,1,13.149999,14.599998,1.4499998
5,28,2,27.135004,28.135004,1.0
10,28,3,29.090006,29.738007,0.6480007
11,28,4,34.182007,34.682007,0.5
16,28,5,34.682007,35.317005,0.6349983
1,29,0,22.0,23.0,1.0
3,29,1,26.600006,28.050007,1.4500008
5,29,2,49.050014,50.050014,1.0
8,29,3,50.050014,50.297016,0.24700165
11,29,4,52.047016,52.297016,0.25
16,29,5,53.504017,53.573017,0.069000244
1,30,0,1.0,2.0,1.0
3,30,1,3.45,4.9,1.45
5,30,2,19.690002,21.505003,1.8150005
10,30,3,32.966007,33.608006,0.6419983
11,30,4,38.209995,38.459995,0.25
16,30,5,41.025993,41.654995,0.6290016
0,31,0,18.0,19.0,1.0
2,31,1,34.90001,36.35001,1.4500008
7,31,2,36.35001,37.35001,1.0
10,31,3,38.867992,39.63399,0.76599884
11,31,4,55.547016,55.797016,0.25
0,32,0,14.0,15.0,1.0
3,32,1,15.0,16.45,1.4500008
5,32,2,29.135004,30.135004,1.0
8,32,3,30.135004,30.506004,0.3710003
11,32,4,40.459995,41.209995,0.75
16,32,5,47.10301,47.20701,0.10400009
0,33,0,5.0,6.0,1.0
3,33,1,6.45,7.8999996,1.4499998
7,33,2,23.850002,24.850002,1.0
10,33,3,24.850002,25.498003,0.6480007
11,33,4,32.182007,32.682007,0.5
16,33,5,32.682007,33.317005,0.6349983
0,34,0,22.0,23.0,1.0
3,34,1,30.950008,32.40001,1.4500008
5,34,2,48.050014,49.050014,1.0
8,34,3,51.297016,51.544018,0.24700165
11,34,4,52.297016,52.547016,0.25
16,34,5,52.547016,52.616016,0.069000244
0,35,0,1.0,2.0,1.0
3,35,1,2.0,3.45,1.45
5,35,2,3.45,5.2650003,1.8150003
10,35,3,35.534,36.176,0.6419983
11,35,4,37.959995,38.209995,0.25
16,35,5,44.171,44.800003,0.6290016
0,36,0,17.0,18.0,1.0
3,36,1,22.250004,23.700005,1.4500008
5,36,2,37.135002,38.135002,1.0
10,36,3,40.39999,41.16599,0.76599884
11,36,4,54.297016,54.547016,0.25
0,37,0,15.0,16.0,1.0
2,37,1,21.850002,23.300003,1.4500008
6,37,2,27.200005,28.200005,1.0
9,37,3,28.200005,28.571005,0.3710003
11,37,4,42.709995,43.459995,0.75
16,37,5,47.31101,47.41501,0.10400009
0,38,0,8.0,9.0,1.0
3,38,1,10.9,12.349999,1.4499998
7,38,2,22.850002,23.850002,1.0
10,38,3,27.146004,27.794004,0.6480007
11,38,4,30.886007,31.386007,0.5
16,38,5,39.126995,39.761993,0.6349983
1,39,0,20.0,21.0,1.0
3,39,1,29.500008,30.950008,1.4500008
7,39,2,42.700012,43.700012,1.0
8,39,3,43.700012,43.947014,0.24700165
11,39,4,47.209995,47.459995,0.25
16,39,5,52.685017,52.754017,0.069000244
0,40,0,2.0,3.0,1.0
2,40,1,4.45,5.8999996,1.4499998
5,40,2,10.615,12.43,1.8150005
10,40,3,34.892002,35.534,0.6419983
11,40,4,37.709995,37.959995,0.25
16,40,5,44.800003,45.429005,0.6290016
1,41,0,14.0,15.0,1.0
2,41,1,30.550007,32.000008,1.4500008
6,41,2,35.45001,36.45001,1.0
10,41,3,41.16599,41.931988,0.76599884
11,41,4,54.547016,54.797016,0.25
0,42,0,12.0,13.0,1.0
3,42,1,20.800003,22.250004,1.4500008
7,42,2,30.100006,31.100006,1.0
9,42,3,33.506,33.877,0.37099838
11,42,4,44.209995,44.959995,0.75
16,42,5,46.895008,46.99901,0.10400009
1,43,0,9.0,10.0,1.0
2,43,1,17.5,18.95,1.4500008
5,43,2,28.135004,29.135004,1.0
10,43,3,29.738007,30.386007,0.6480007
11,43,4,30.386007,30.886007,0.5
16,43,5,39.761993,40.39699,0.6349983
1,44,0,19.0,20.0,1.0
2,44,1,42.150013,43.600014,1.4500008
6,44,2,43.600014,44.600014,1.0
9,44,3,44.600014,44.847015,0.24700165
11,44,4,51.547016,51.797016,0.25
16,44,5,53.573017,53.642017,0.069000244
0,45,0,3.0,4.0,1.0
2,45,1,10.249999,11.699999,1.4499998
5,45,2,21.505003,23.320004,1.8150005
10,45,3,36.817997,37.459995,0.6419983
11,45,4,37.459995,37.709995,0.25
16,45,5,42.283997,42.913,0.6290016
0,46,0,20.0,21.0,1.0
2,46,1,33.45001,34.90001,1.4500008
5,46,2,35.135002,36.135002,1.0
10,46,3,44.229984,44.995983,0.76599884
11,46,4,53.797016,54.047016,0.25
0,47,0,11.0,12.0,1.0
3,47,1,19.350002,20.800003,1.4500008
6,47,2,28.200005,29.200005,1.0
8,47,3,30.506004,30.877005,0.3710003
11,47,4,41.959995,42.709995,0.75
16,47,5,46.791008,46.895008,0.10400009
1,48,0,6.0,7.0,1.0
2,48,1,16.05,17.5,1.4500008
7,48,2,24.850002,25.850002,1.0
10,48,3,25.850002,26.498003,0.6480007
11,48,4,26.498003,26.998003,0.5
16,48,5,38.491997,39.126995,0.6349983
0,49,0,21.0,22.0,1.0
2,49,1,39.25001,40.700012,1.4500008
7,49,2,40.700012,41.700012,1.0
9,49,3,41.700012,41.947014,0.24700165
11,49,4,47.459995,47.709995,0.25
16,49,5,47.72701,47.79601,0.069000244
