,Order,Stage,Start,Finish,Duration
12,40,4,17.381998,17.801998,0.42000008
14,40,5,17.801998,20.003998,2.2019997
1,41,0,8.0,9.0,1.0
2,41,1,14.149999,15.599998,1.4499998
5,41,2,15.599998,16.599998,1.0
10,41,3,17.381998,18.147999,0.76600075
11,41,4,18.147999,18.397999,0.25
0,42,0,8.0,9.0,1.0
2,42,1,15.599998,17.05,1.4500008
5,42,2,17.05,18.05,1.0
9,42,3,18.05,18.421,0.3710003
12,42,4,18.421,19.681,1.2600002
16,42,5,19.681,19.785,0.10400009
1,43,0,9.0,10.0,1.0
2,43,1,17.05,18.5,1.4500008
6,43,2,18.5,19.5,1.0
10,43,3,19.5,20.148,0.6480007
11,43,4,20.148,20.648,0.5
16,43,5,20.648,21.283,0.6350002
0,44,0,9.0,10.0,1.0
2,44,1,18.5,19.95,1.4500008
5,44,2,19.95,20.95,1.0
9,44,3,20.95,21.197,0.24699974
12,44,4,21.197,21.617,0.42000008
14,44,5,21.617,21.859001,0.24200058
1,45,0,10.0,11.0,1.0
4,45,1,12.993001,15.324001,2.3310003
6,45,2,19.5,21.744999,2.244999
10,45,3,21.744999,22.387,0.6420002
11,45,4,22.387,22.637,0.25
16,45,5,22.637,23.265999,0.6289997
0,46,0,10.0,11.0,1.0
2,46,1,19.95,21.400002,1.4500008
5,46,2,21.400002,22.400002,1.0
10,46,3,22.400002,23.166002,0.76600075
12,46,4,23.166002,23.586002,0.42000008
1,47,0,11.0,12.0,1.0
2,47,1,21.400002,22.850002,1.4500008
6,47,2,22.850002,23.850002,1.0
9,47,3,23.850002,24.221003,0.3710003
11,47,4,24.221003,24.971003,0.75
14,47,5,24.971003,25.335003,0.36400032
0,48,0,11.0,12.0,1.0
2,48,1,22.850002,24.300003,1.4500008
5,48,2,24.300003,25.300003,1.0
10,48,3,25.300003,25.948004,0.6480007
12,48,4,25.948004,26.788004,0.84000015
16,48,5,26.788004,27.423004,0.6350002
1,49,0,12.0,13.0,1.0
2,49,1,24.300003,25.750004,1.4500008
6,49,2,25.750004,26.750004,1.0
9,49,3,26.750004,26.997004,0.24699974
11,49,4,26.997004,27.247004,0.25
14,49,5,27.247004,27.489004,0.24200058
