,Order,Stage,Start,Finish,Duration
6,48,2,15.599998,16.599998,1.0
10,48,3,17.253,17.901001,0.6480007
12,48,4,17.901001,18.741001,0.84000015
16,48,5,18.741001,19.376001,0.6350002
1,49,0,12.0,13.0,1.0
3,49,1,15.499999,16.949999,1.4499998
7,49,2,16.949999,17.949999,1.0
8,49,3,17.949999,18.196999,0.24699974
11,49,4,18.196999,18.446999,0.25
14,49,5,18.495,18.737001,0.24200058
