,Order,Stage,Start,Finish,Duration
6,23,2,10.45,11.45,1.0
10,23,3,32.780006,33.428005,0.6479988
11,23,4,36.49701,36.99701,0.5
16,23,5,46.328003,46.963,0.6349983
0,24,0,6.0,7.0,1.0
2,24,1,23.250004,24.700005,1.4500008
7,24,2,36.40001,37.40001,1.0
9,24,3,37.40001,37.64701,0.24700165
13,24,4,37.64701,38.06701,0.41999817
14,24,5,47.307987,47.549988,0.24200058
0,25,0,0.0,1.0,1.0
4,25,1,1.0,3.331,2.331
5,25,2,3.45,5.2650003,1.8150003
10,25,3,14.218,14.860001,0.6420002
13,25,4,38.487007,38.907005,0.41999817
16,25,5,43.673996,44.302998,0.6290016
1,26,0,19.0,20.0,1.0
2,26,1,29.050007,30.500008,1.4500008
5,26,2,30.500008,31.500008,1.0
10,26,3,35.366,36.132,0.76599884
12,26,4,36.132,36.552,0.41999817
1,27,0,14.0,15.0,1.0
3,27,1,23.800003,25.250004,1.4500008
6,27,2,38.30001,39.30001,1.0
8,27,3,39.30001,39.67101,0.37099838
12,27,4,45.18799,46.447987,1.2599983
14,27,5,46.94399,47.307987,0.3639984
1,28,0,23.0,24.0,1.0
2,28,1,33.40001,34.85001,1.4500008
5,28,2,36.500008,37.500008,1.0
10,28,3,42.667995,43.315994,0.6479988
11,28,4,43.315994,43.815994,0.5
16,28,5,46.963,47.598,0.6349983
0,29,0,19.0,20.0,1.0
3,29,1,32.500008,33.95001,1.4500008
5,29,2,34.500008,35.500008,1.0
9,29,3,35.500008,35.74701,0.24700165
11,29,4,35.74701,35.99701,0.25
16,29,5,35.99701,36.06601,0.069000244
0,30,0,15.0,16.0,1.0
4,30,1,16.0,18.331,2.3309994
7,30,2,18.331,20.576,2.2450008
10,30,3,25.453003,26.095003,0.6420002
13,30,4,44.37799,44.79799,0.41999817
16,30,5,45.699,46.328003,0.6290016
0,31,0,11.0,12.0,1.0
3,31,1,25.250004,26.700005,1.4500008
7,31,2,26.700005,27.700005,1.0
10,31,3,32.014008,32.780006,0.76599884
13,31,4,38.06701,38.487007,0.41999817
1,32,0,17.0,18.0,1.0
3,32,1,31.050007,32.500008,1.4500008
5,32,2,32.500008,33.500008,1.0
9,32,3,35.74701,36.118008,0.37099838
11,32,4,46.26399,47.01399,0.75
16,32,5,49.45998,49.56398,0.10400009
1,33,0,2.0,3.0,1.0
2,33,1,13.9,15.349999,1.4499998
7,33,2,31.700005,32.700005,1.0
10,33,3,40.73,41.378,0.6479988
11,33,4,41.378,41.878,0.5
15,33,5,41.878,44.1,2.2220001
0,34,0,16.0,17.0,1.0
3,34,1,20.900002,22.350002,1.4500008
6,34,2,30.600006,31.600006,1.0
9,34,3,31.600006,31.847006,0.24699974
13,34,4,31.847006,32.267006,0.42000008
14,34,5,37.409996,37.651997,0.24200058
0,35,0,3.0,4.0,1.0
4,35,1,4.0,6.3310003,2.3310003
6,35,2,14.9,17.145,2.2450008
10,35,3,34.724003,35.366,0.6419983
13,35,4,35.366,35.786,0.41999817
15,35,5,35.786,37.988,2.2019997
1,36,0,11.0,12.0,1.0
3,36,1,29.600006,31.050007,1.4500008
6,36,2,32.600006,33.600006,1.0
10,36,3,43.957993,44.72399,0.76599884
11,36,4,44.72399,44.97399,0.25
1,37,0,3.0,4.0,1.0
2,37,1,4.0,5.45,1.4499998
7,37,2,5.45,6.45,1.0
8,37,3,6.45,6.8209996,0.3709998
13,37,4,35.786,37.045998,1.2599983
14,37,5,37.045998,37.409996,0.3639984
1,38,0,13.0,14.0,1.0
2,38,1,30.500008,31.950008,1.4500008
7,38,2,35.40001,36.40001,1.0
10,38,3,41.378,42.025997,0.6479988
13,38,4,42.025997,42.865997,0.84000015
16,38,5,42.865997,43.500996,0.6349983
0,39,0,10.0,11.0,1.0
2,39,1,11.0,12.45,1.4499998
5,39,2,31.500008,32.500008,1.0
8,39,3,32.500008,32.74701,0.24700165
11,39,4,36.99701,37.24701,0.25
16,39,5,43.604996,43.673996,0.069000244
1,40,0,8.0,9.0,1.0
4,40,1,9.0,11.331,2.3310003
7,40,2,11.331,13.576,2.245
10,40,3,13.576,14.218,0.6420002
11,40,4,41.878,42.128,0.25
14,40,5,42.128,44.329998,2.2019997
0,41,0,18.0,19.0,1.0
2,41,1,26.150005,27.600006,1.4500008
5,41,2,27.600006,28.600006,1.0
10,41,3,37.266006,38.032005,0.76599884
11,41,4,47.76399,48.01399,0.25
0,42,0,17.0,18.0,1.0
3,42,1,18.0,19.45,1.4500008
7,42,2,29.700005,30.700005,1.0
8,42,3,30.700005,31.071005,0.3710003
12,42,4,31.071005,32.331005,1.2600002
16,42,5,32.331005,32.435005,0.10400009
0,43,0,1.0,2.0,1.0
3,43,1,4.45,5.8999996,1.4499998
6,43,2,41.54501,42.54501,1.0
10,43,3,47.545986,48.193985,0.6479988
11,43,4,48.193985,48.693985,0.5
16,43,5,49.56398,50.19898,0.6349983
1,44,0,12.0,13.0,1.0
3,44,1,22.350002,23.800003,1.4500008
7,44,2,28.700005,29.700005,1.0
9,44,3,39.74701,39.99401,0.24700165
12,44,4,46.867985,47.287983,0.41999817
15,44,5,48.524,48.766,0.24200058
0,45,0,22.0,23.0,1.0
4,45,1,25.992998,28.323997,2.3309994
6,45,2,39.30001,41.54501,2.244999
10,45,3,43.315994,43.957993,0.6419983
13,45,4,43.957993,44.37799,0.41999817
14,45,5,44.37799,46.57999,2.2019997
1,46,0,15.0,16.0,1.0
2,46,1,16.0,17.45,1.4500008
5,46,2,19.900002,20.900002,1.0
10,46,3,24.687002,25.453003,0.76600075
12,46,4,43.927994,44.347992,0.41999817
1,47,0,0.0,1.0,1.0
3,47,1,1.0,2.45,1.45
5,47,2,2.45,3.45,1.0
8,47,3,6.8209996,7.1919994,0.3709998
11,47,4,47.01399,47.76399,0.75
16,47,5,48.65198,48.75598,0.10400009
1,48,0,4.0,5.0,1.0
2,48,1,34.85001,36.30001,1.4500008
6,48,2,36.30001,37.30001,1.0
10,48,3,38.032005,38.680004,0.6479988
12,48,4,43.087994,43.927994,0.84000015
16,48,5,48.82498,49.45998,0.6349983
0,49,0,12.0,13.0,1.0
3,49,1,13.0,14.45,1.4499998
5,49,2,14.45,15.45,1.0
9,49,3,15.45,15.697,0.24699974
13,49,4,15.697,16.116999,0.41999912
16,49,5,32.435005,32.504005,0.069000244
