,Order,Stage,Start,Finish,Duration
5,48,2,38.050007,39.050007,1.0
10,48,3,44.598007,45.246006,0.6479988
11,48,4,52.371,52.871,0.5
16,48,5,53.140995,53.775993,0.6349983
1,49,0,1.0,2.0,1.0
2,49,1,2.0,3.45,1.45
5,49,2,3.45,4.45,0.99999976
8,49,3,4.45,4.697,0.24700022
11,49,4,6.466,6.716,0.25
16,49,5,6.716,6.785,0.06899977
