,Order,Stage,Start,Finish,Duration
16,34,5,30.583002,30.652002,0.069000244
1,35,0,6.0,7.0,1.0
3,35,1,26.800001,28.250002,1.4500008
5,35,2,28.800001,30.615002,1.8150005
10,35,3,30.615002,31.257002,0.6420002
11,35,4,31.257002,31.507002,0.25
16,35,5,31.507002,32.136,0.6289997
1,36,0,7.0,8.0,1.0
3,36,1,28.250002,29.700003,1.4500008
5,36,2,30.615002,31.615002,1.0
10,36,3,31.615002,32.381,0.76599884
11,36,4,32.381,32.631,0.25
0,37,0,4.0,5.0,1.0
3,37,1,29.700003,31.150003,1.4500008
6,37,2,31.150003,32.15,0.9999981
9,37,3,32.15,32.521,0.37099838
11,37,4,32.631,33.381,0.75
16,37,5,33.381,33.485,0.10400009
1,38,0,0.0,1.0,1.0
3,38,1,1.0,2.45,1.45
5,38,2,2.45,3.45,1.0
10,38,3,3.45,6.098,2.648
11,38,4,6.098,6.598,0.5
16,38,5,6.598,7.233,0.63499975
0,39,0,5.0,6.0,1.0
3,39,1,31.150003,32.600002,1.4499989
6,39,2,32.600002,33.600002,1.0
9,39,3,33.600002,33.847004,0.24700165
11,39,4,34.322,34.572,0.25
16,39,5,34.951,35.02,0.069000244
0,40,0,6.0,7.0,1.0
3,40,1,32.600002,34.050003,1.4500008
5,40,2,34.050003,35.865,1.8149986
10,40,3,35.865,36.507,0.6419983
11,40,4,36.507,36.757,0.25
16,40,5,36.757,37.386,0.6290016
0,41,0,7.0,8.0,1.0
3,41,1,34.050003,35.500004,1.4500008
6,41,2,35.500004,36.500004,1.0
10,41,3,36.507,37.273,0.76599884
11,41,4,37.273,37.523,0.25
0,42,0,8.0,9.0,1.0
2,42,1,11.699999,13.149999,1.4499998
5,42,2,35.865,36.865,1.0
9,42,3,36.865,37.236,0.37099838
11,42,4,37.523,38.273,0.75
16,42,5,38.273,38.377,0.10400009
1,43,0,9.0,10.0,1.0
3,43,1,35.500004,36.950005,1.4500008
5,43,2,36.950005,37.950005,1.0
10,43,3,37.950005,38.598003,0.6479988
11,43,4,38.598003,39.098003,0.5
16,43,5,39.098003,39.733,0.6349983
1,44,0,10.0,11.0,1.0
3,44,1,36.950005,38.400005,1.4500008
7,44,2,38.400005,39.400005,1.0
8,44,3,45.0,45.247,0.24700165
11,44,4,45.247,45.497,0.25
16,44,5,45.497,45.566,0.069000244
1,45,0,11.0,12.0,1.0
3,45,1,38.400005,39.850006,1.4500008
5,45,2,39.850006,41.665005,1.8149986
10,45,3,41.665005,42.307003,0.6419983
11,45,4,45.497,45.747,0.25
16,45,5,45.747,46.376003,0.6290016
1,46,0,12.0,13.0,1.0
3,46,1,39.850006,41.300007,1.4500008
5,46,2,41.665005,42.665005,1.0
10,46,3,42.665005,43.431004,0.76599884
11,46,4,45.747,45.997,0.25
1,47,0,13.0,14.0,1.0
2,47,1,14.0,15.45,1.4499998
5,47,2,42.665005,43.665005,1.0
8,47,3,45.247,45.618,0.37099838
11,47,4,45.997,46.747,0.75
16,47,5,46.747,46.851,0.10400009
1,48,0,14.0,15.0,1.0
3,48,1,41.300007,42.750008,1.4500008
6,48,2,42.750008,43.750008,1.0
10,48,3,43.750008,44.398006,0.6479988
11,48,4,46.747,47.247,0.5
16,48,5,47.247,47.882,0.6349983
1,49,0,15.0,16.0,1.0
2,49,1,16.0,17.45,1.4500008
5,49,2,43.665005,44.665005,1.0
9,49,3,44.665005,44.912006,0.24700165
11,49,4,47.247,47.497,0.25
16,49,5,47.882,47.951,0.069000244
