,Order,Stage,Start,Finish,Duration
1,23,0,7.0,8.0,1.0
3,23,1,10.7,12.15,1.4499998
6,23,2,12.634999,13.634999,1.0
10,23,3,18.094,18.742,0.6480007
11,23,4,22.482004,22.982004,0.5
15,23,5,24.132002,26.354002,2.2220001
0,24,0,22.0,23.0,1.0
3,24,1,33.90001,35.35001,1.4500008
6,24,2,35.35001,36.35001,1.0
9,24,3,39.338017,39.58502,0.24700165
12,24,4,39.58502,40.005016,0.41999817
16,24,5,40.005016,40.074017,0.069000244
0,25,0,0.0,1.0,1.0
3,25,1,4.9,6.3500004,1.4500003
5,25,2,9.895,11.710001,1.8150005
10,25,3,28.408007,29.050007,0.6420002
13,25,4,29.050007,29.470007,0.42000008
16,25,5,29.470007,30.099007,0.6289997
0,26,0,17.0,18.0,1.0
2,26,1,26.200005,27.650005,1.4500008
5,26,2,27.650005,28.650005,1.0
10,26,3,35.944004,36.710003,0.76599884
12,26,4,41.26501,41.68501,0.41999817
0,27,0,10.0,11.0,1.0
3,27,1,19.400002,20.850002,1.4500008
7,27,2,20.850002,21.850002,1.0
8,27,3,21.850002,22.221003,0.3710003
12,27,4,31.348007,32.608006,1.2599983
15,27,5,33.238003,33.602,0.3639984
1,28,0,6.0,7.0,1.0
3,28,1,7.8,9.25,1.4499998
5,28,2,14.599999,15.599999,1.0
10,28,3,21.334003,21.982004,0.6480007
11,28,4,21.982004,22.482004,0.5
14,28,5,22.482004,24.704004,2.2220001
1,29,0,23.0,24.0,1.0
2,29,1,30.550007,32.000008,1.4500008
7,29,2,32.000008,33.000008,1.0
9,29,3,39.091015,39.338017,0.24700165
11,29,4,40.094013,40.344013,0.25
15,29,5,40.49402,40.73602,0.24200058
1,30,0,1.0,2.0,1.0
3,30,1,2.0,3.45,1.45
7,30,2,7.145,9.389999,2.2449994
10,30,3,23.914005,24.556005,0.6420002
12,30,4,27.322006,27.742006,0.42000008
15,30,5,27.742006,29.944006,2.2019997
1,31,0,16.0,17.0,1.0
3,31,1,26.650005,28.100006,1.4500008
7,31,2,28.100006,29.100006,1.0
10,31,3,29.816008,30.582008,0.76600075
11,31,4,41.594013,41.844013,0.25
0,32,0,13.0,14.0,1.0
2,32,1,14.599998,16.05,1.4500008
7,32,2,16.149998,17.149998,1.0
8,32,3,17.149998,17.520998,0.3710003
12,32,4,28.828007,30.088007,1.2600002
16,32,5,32.615005,32.719006,0.10400009
0,33,0,5.0,6.0,1.0
2,33,1,7.3499994,8.799999,1.4499998
7,33,2,15.149999,16.149998,0.99999905
10,33,3,16.149998,16.797998,0.6480007
13,33,4,20.230001,21.070002,0.84000015
16,33,5,25.375006,26.010006,0.6350002
1,34,0,22.0,23.0,1.0
2,34,1,32.000008,33.45001,1.4500008
7,34,2,37.80001,38.80001,1.0
8,34,3,39.59701,39.844013,0.24700165
11,34,4,39.844013,40.094013,0.25
14,34,5,40.094013,40.336014,0.24200058
0,35,0,1.0,2.0,1.0
4,35,1,2.0,4.3310003,2.3310003
5,35,2,6.265,8.08,1.815
10,35,3,25.840006,26.482006,0.6420002
12,35,4,26.482006,26.902006,0.42000008
14,35,5,29.128004,31.330004,2.2019997
1,36,0,15.0,16.0,1.0
2,36,1,23.300003,24.750004,1.4500008
6,36,2,28.650005,29.650005,1.0
10,36,3,31.34801,32.11401,0.76600075
11,36,4,40.594013,40.844013,0.25
0,37,0,14.0,15.0,1.0
2,37,1,16.05,17.5,1.4500008
5,37,2,20.400002,21.400002,1.0
9,37,3,21.400002,21.771002,0.3710003
11,37,4,29.766006,30.516006,0.75
16,37,5,32.823006,32.927006,0.10400009
0,38,0,9.0,10.0,1.0
3,38,1,13.599999,15.049999,1.4499998
6,38,2,15.634999,16.634998,0.99999905
10,38,3,16.797998,17.446,0.6480007
12,38,4,21.526003,22.366003,0.84000015
16,38,5,24.105005,24.740005,0.6350002
0,39,0,21.0,22.0,1.0
3,39,1,29.550007,31.000008,1.4500008
6,39,2,37.35001,38.35001,1.0
8,39,3,38.35001,38.59701,0.24700165
13,39,4,38.59701,39.01701,0.41999817
16,39,5,39.01701,39.08601,0.069000244
1,40,0,2.0,3.0,1.0
3,40,1,3.45,4.9,1.45
7,40,2,4.9,7.145,2.245
10,40,3,27.124006,27.766006,0.6420002
11,40,4,27.766006,28.016006,0.25
16,40,5,31.357006,31.986006,0.6289997
0,41,0,16.0,17.0,1.0
3,41,1,22.300003,23.750004,1.4500008
6,41,2,29.650005,30.650005,1.0
10,41,3,32.11401,32.88001,0.76599884
13,41,4,40.672016,41.092014,0.41999817
0,42,0,12.0,13.0,1.0
2,42,1,17.5,18.95,1.4500008
5,42,2,22.400002,23.400002,1.0
8,42,3,23.400002,23.771002,0.3710003
11,42,4,29.016006,29.766006,0.75
15,42,5,32.874004,33.238003,0.3639984
1,43,0,8.0,9.0,1.0
2,43,1,11.699999,13.149999,1.4499998
7,43,2,13.149999,14.149999,1.0
10,43,3,20.038002,20.686003,0.6480007
12,43,4,20.686003,21.526003,0.84000015
16,43,5,24.740005,25.375006,0.6350002
1,44,0,20.0,21.0,1.0
3,44,1,31.000008,32.45001,1.4500008
6,44,2,36.35001,37.35001,1.0
9,44,3,38.59701,38.844013,0.24700165
12,44,4,40.005016,40.425014,0.41999817
15,44,5,40.73602,40.97802,0.24200058
0,45,0,4.0,5.0,1.0
3,45,1,6.3500004,7.8,1.4499998
7,45,2,9.389999,11.634999,2.245
10,45,3,27.766006,28.408007,0.6420002
12,45,4,28.408007,28.828007,0.42000008
16,45,5,30.728006,31.357006,0.6289997
1,46,0,19.0,20.0,1.0
3,46,1,25.200005,26.650005,1.4500008
6,46,2,26.650005,27.650005,1.0
10,46,3,35.178005,35.944004,0.76599884
11,46,4,41.094013,41.344013,0.25
1,47,0,11.0,12.0,1.0
2,47,1,18.95,20.400002,1.4500008
5,47,2,21.400002,22.400002,1.0
8,47,3,22.592003,22.963003,0.3710003
11,47,4,30.516006,31.266006,0.75
15,47,5,32.146008,32.510006,0.3639984
0,48,0,6.0,7.0,1.0
3,48,1,9.25,10.7,1.4499998
6,48,2,13.634999,14.634999,1.0
10,48,3,19.390001,20.038002,0.6480007
13,48,4,21.070002,21.910002,0.84000015
15,48,5,21.910002,24.132002,2.2220001
0,49,0,20.0,21.0,1.0
2,49,1,29.100006,30.550007,1.4500008
5,49,2,37.35001,38.35001,1.0
9,49,3,38.35001,38.59701,0.24700165
11,49,4,38.59701,38.84701,0.25
16,49,5,38.84701,38.91601,0.069000244
